Turn,TurnID,TurnType,narrative_time,speaker,addressee,qType,speakerType,speakerGender
Very clearly.,Q278-0,quote,0.4835864772170505,Dr. Watson,['Mr. Sherlock Holmes'],Implicit,major,A
"Now, what could Jonathan Small do? He could only continue to keep a secret watch upon the efforts made to find the treasure. Possibly he leaves England and only comes back at intervals. Then comes the discovery of the garret, and he is instantly informed of it. We again trace the presence of some confederate in the household. Jonathan, with his wooden leg, is utterly unable to reach the lofty room of Bartholomew Sholto. He takes with him, however, a rather curious associate, who gets over this difficulty, but dips his naked foot into creasote, whence comes Toby, and a six-mile limp for a half-pay officer with a damaged tendo Achillis.",Q279-0,quote,0.4840764331210191,Mr. Sherlock Holmes,['Dr. Watson'],Implicit,major,M
"But it was the associate, and not Jonathan, who committed the crime.",Q280-0,quote,0.4845663890249878,Dr. Watson,['Mr. Sherlock Holmes'],Implicit,major,A
"Quite so. And rather to Jonathan s disgust, to judge by the way he stamped about when he got into the room. He bore no grudge against Bartholomew Sholto, and would have preferred if he could have been simply bound and gagged. He did not wish to put his head in a halter. There was no help for it, however: the savage instincts of his companion had broken out, and the poison had done its work: so Jonathan Small left his record, lowered the treasure-box to the ground, and followed it himself. That was the train of events as far as I can decipher them. Of course as to his personal appearance he must be middle-aged, and must be sunburned after serving his time in such an oven as the Andamans. His height is readily calculated from the length of his stride, and we know that he was bearded. His hairiness was the one point which impressed itself upon Thaddeus Sholto when he saw him at the window. I don t know that there is anything else.",Q281-0,quote,0.4850563449289564,Mr. Sherlock Holmes,['Dr. Watson'],Implicit,major,M
The associate?,Q282-0,quote,0.485546300832925,Dr. Watson,['Mr. Sherlock Holmes'],Implicit,major,A
"Ah, well, there is no great mystery in that. But you will know all about it soon enough. How sweet the morning air is! See how that one little cloud floats like a pink feather from some gigantic flamingo. Now the red rim of the sun pushes itself over the London cloud-bank. It shines on a good many folk, but on none, I dare bet, who are on a stranger errand than you and I. How small we feel with our petty ambitions and strivings in the presence of the great elemental forces of nature! Are you well up in your Jean Paul?",Q283-0,quote,0.4860362567368937,Mr. Sherlock Holmes,['Dr. Watson'],Implicit,major,M
Fairly so. I worked back to him through Carlyle.,Q284-0,quote,0.4865262126408623,Dr. Watson,['Mr. Sherlock Holmes'],Implicit,major,A
"That was like following the brook to the parent lake. He makes one curious but profound remark. It is that the chief proof of man s real greatness lies in his perception of his own smallness. It argues, you see, a power of comparison and of appreciation which is in itself a proof of nobility. There is much food for thought in Richter. You have not a pistol, have you?",Q285-0,quote,0.487016168544831,Mr. Sherlock Holmes,['Dr. Watson'],Implicit,major,M
I have my stick.,Q286-0,quote,0.4875061244487996,Dr. Watson,['Mr. Sherlock Holmes'],Implicit,major,A
"It is just possible that we may need something of the sort if we get to their lair. Jonathan I shall leave to you, but if the other turns nasty I shall shoot him dead.",Q287-0,quote,0.4879960803527682,Mr. Sherlock Holmes,['Dr. Watson'],Implicit,major,M
"He took out his revolver as he spoke, and, having loaded two of the chambers, he put it back into the right-hand pocket of his jacket.",S556-0,narration,0.4884860362567369,narrator,,,narrator,A
We had during this time been following the guidance of Toby down the half-rural villa-lined roads which lead to the metropolis.,S557-0,narration,0.4889759921607055,narrator,,,narrator,A
"Now, however, we were beginning to come among continuous streets, where labourers and dockmen were already astir, and slatternly women were taking down shutters and brushing door-steps.",S558-0,narration,0.4894659480646742,narrator,,,narrator,A
"At the square-topped corner public houses business was just beginning, and rough-looking men were emerging, rubbing their sleeves across their beards after their morning wet.",S559-0,narration,0.4899559039686428,narrator,,,narrator,A
"Strange dogs sauntered up and stared wonderingly at us as we passed, but our inimitable Toby looked neither to the right nor to the left, but trotted onwards with his nose to the ground and an occasional eager whine which spoke of a hot scent.",S560-0,narration,0.4904458598726114,narrator,,,narrator,A
"We had traversed Streatham, Brixton, Camberwell, and now found ourselves in Kennington Lane, having borne away through the side-streets to the east of the Oval.",S561-0,narration,0.4909358157765801,narrator,,,narrator,A
"The men whom we pursued seemed to have taken a curiously zigzag road, with the idea probably of escaping observation.",S562-0,narration,0.4914257716805488,narrator,,,narrator,A
They had never kept to the main road if a parallel side-street would serve their turn.,S563-0,narration,0.4919157275845174,narrator,,,narrator,A
At the foot of Kennington Lane they had edged away to the left through Bond Street and Miles Street.,S564-0,narration,0.492405683488486,narrator,,,narrator,A
"Where the latter street turns into Knight s Place, Toby ceased to advance, but began to run backwards and forwards with one ear cocked and the other drooping, the very picture of canine indecision.",S565-0,narration,0.4928956393924547,narrator,,,narrator,A
"Then he waddled round in circles, looking up to us from time to time, as if to ask for sympathy in his embarrassment.",S566-0,narration,0.4933855952964234,narrator,,,narrator,A
What the deuce is the matter with the dog?,Q288-0,quote,0.493875551200392,Mr. Sherlock Holmes,['Dr. Watson'],Explicit,major,M
growled Holmes.,S567-0,narration,0.4943655071043606,narrator,,,narrator,A
"They surely would not take a cab, or go off in a balloon.",Q288-1,quote,0.4948554630083293,Mr. Sherlock Holmes,['Dr. Watson'],Explicit,major,M
"Perhaps they stood here for some time,",Q289-0,quote,0.4953454189122979,Dr. Watson,['Mr. Sherlock Holmes'],Anaphoric,major,A
I suggested.,S568-0,narration,0.4958353748162666,narrator,,,narrator,A
"Ah! it s all right. He s off again,",Q290-0,quote,0.4963253307202352,Mr. Sherlock Holmes,['Dr. Watson'],Anaphoric,major,M
"said my companion, in a tone of relief.",S569-0,narration,0.4968152866242038,narrator,,,narrator,A
"He was indeed off, for after sniffing round again he suddenly made up his mind, and darted away with an energy and determination such as he had not yet shown.",S570-0,narration,0.4973052425281725,narrator,,,narrator,A
"The scent appeared to be much hotter than before, for he had not even to put his nose on the ground, but tugged at his leash and tried to break into a run.",S571-0,narration,0.4977951984321411,narrator,,,narrator,A
I cold see by the gleam in Holmes s eyes that he thought we were nearing the end of our journey.,S572-0,narration,0.4982851543361098,narrator,,,narrator,A
"Our course now ran down Nine Elms until we came to Broderick and Nelson s large timber-yard, just past the White Eagle tavern.",S573-0,narration,0.4987751102400784,narrator,,,narrator,A
"Here the dog, frantic with excitement, turned down through the side-gate into the enclosure, where the sawyers were already at work.",S574-0,narration,0.4992650661440471,narrator,,,narrator,A
"On the dog raced through sawdust and shavings, down an alley, round a passage, between two wood-piles, and finally, with a triumphant yelp, sprang upon a large barrel which still stood upon the hand-trolley on which it had been brought.",S575-0,narration,0.4997550220480157,narrator,,,narrator,A
"With lolling tongue and blinking eyes, Toby stood upon the cask, looking from one to the other of us for some sign of appreciation.",S576-0,narration,0.5002449779519843,narrator,,,narrator,A
"The staves of the barrel and the wheels of the trolley were smeared with a dark liquid, and the whole air was heavy with the smell of creasote.",S577-0,narration,0.5007349338559529,narrator,,,narrator,A
"Sherlock Holmes and I looked blankly at each other, and then burst simultaneously into an uncontrollable fit of laughter.",S578-0,narration,0.5012248897599216,narrator,,,narrator,A
Chapter VIII The Baker Street Irregulars,S579-0,narration,0.5017148456638902,narrator,,,narrator,A
What now?,Q291-0,quote,0.5022048015678588,Dr. Watson,['Mr. Sherlock Holmes'],Anaphoric,major,A
I asked.,S580-0,narration,0.5026947574718276,narrator,,,narrator,A
Toby has lost his character for infallibility.,Q291-1,quote,0.5031847133757962,Dr. Watson,['Mr. Sherlock Holmes'],Anaphoric,major,A
"He acted according to his lights,",Q292-0,quote,0.5036746692797648,Mr. Sherlock Holmes,['Dr. Watson'],Explicit,major,M
"said Holmes, lifting him down from the barrel and walking him out of the timber-yard.",S581-0,narration,0.5041646251837335,narrator,,,narrator,A
"If you consider how much creasote is carted about London in one day, it is no great wonder that our trail should have been crossed. It is much used now, especially for the seasoning of wood. Poor Toby is not to blame.",Q292-1,quote,0.5046545810877021,Mr. Sherlock Holmes,['Dr. Watson'],Explicit,major,M
"We must get on the main scent again, I suppose.",Q293-0,quote,0.5051445369916707,Dr. Watson,['Mr. Sherlock Holmes'],Implicit,major,A
"Yes. And, fortunately, we have no distance to go. Evidently what puzzled the dog at the corner of Knight s Place was that there were two different trails running in opposite directions. We took the wrong one. It only remains to follow the other.",Q294-0,quote,0.5056344928956394,Mr. Sherlock Holmes,['Dr. Watson'],Implicit,major,M
There was no difficulty about this.,S582-0,narration,0.5061244487996079,narrator,,,narrator,A
"On leading Toby to the place where he had committed his fault, he cast about in a wide circle and finally dashed off in a fresh direction.",S583-0,narration,0.5066144047035767,narrator,,,narrator,A
"We must take care that he does not now bring us to the place where the creasote-barrel came from,",Q295-0,quote,0.5071043606075453,Dr. Watson,['Mr. Sherlock Holmes'],Anaphoric,major,A
I observed.,S584-0,narration,0.507594316511514,narrator,,,narrator,A
"I had thought of that. But you notice that he keeps on the pavement, whereas the barrel passed down the roadway. No, we are on the true scent now.",Q296-0,quote,0.5080842724154826,Mr. Sherlock Holmes,['Dr. Watson'],Implicit,major,M
"It tended down towards the river-side, running through Belmont Place and Prince s Street.",S585-0,narration,0.5085742283194512,narrator,,,narrator,A
"At the end of Broad Street it ran right down to the water s edge, where there was a small wooden wharf.",S586-0,narration,0.5090641842234199,narrator,,,narrator,A
"Toby led us to the very edge of this, and there stood whining, looking out on the dark current beyond.",S587-0,narration,0.5095541401273885,narrator,,,narrator,A
"We are out of luck,",Q297-0,quote,0.5100440960313571,Mr. Sherlock Holmes,['Dr. Watson'],Explicit,major,M
said Holmes.,S588-0,narration,0.5105340519353259,narrator,,,narrator,A
They have taken to a boat here.,Q297-1,quote,0.5110240078392945,Mr. Sherlock Holmes,['Dr. Watson'],Explicit,major,M
Several small punts and skiffs were lying about in the water and on the edge of the wharf.,S589-0,narration,0.5115139637432631,narrator,,,narrator,A
"We took Toby round to each in turn, but, though he sniffed earnestly, he made no sign.",S590-0,narration,0.5120039196472318,narrator,,,narrator,A
"Close to the rude landing-stage was a small brick house, with a wooden placard slung out through the second window.",S591-0,narration,0.5124938755512004,narrator,,,narrator,A
"""Mordecai Smith"" was printed across it in large letters, and, underneath, ""Boats to hire by the hour or day.""",S592-0,narration,0.512983831455169,narrator,,,narrator,A
"A second inscription above the door informed us that a steam launch was kept, a statement which was confirmed by a great pile of coke upon the jetty.",S593-0,narration,0.5134737873591376,narrator,,,narrator,A
"Sherlock Holmes looked slowly round, and his face assumed an ominous expression.",S594-0,narration,0.5139637432631063,narrator,,,narrator,A
"This looks bad,",Q298-0,quote,0.5144536991670751,Mr. Sherlock Holmes,['Dr. Watson'],Anaphoric,major,M
said he.,S595-0,narration,0.5149436550710436,narrator,,,narrator,A
"These fellows are sharper than I expected. They seem to have covered their tracks. There has, I fear, been preconcerted management here.",Q298-1,quote,0.5154336109750123,Mr. Sherlock Holmes,['Dr. Watson'],Anaphoric,major,M
"He was approaching the door of the house, when it opened, and a little, curly-headed lad of six came running out, followed by a stoutish, red-faced woman with a large sponge in her hand.",S596-0,narration,0.5159235668789809,narrator,,,narrator,A
"You come back and be washed, Jack,",Q299-0,quote,0.5164135227829495,Mrs. Smith,"['Dr. Watson', 'Mr. Sherlock Holmes', 'Jack']",Anaphoric,too-minor,F
she shouted.,S597-0,narration,0.5169034786869182,narrator,,,narrator,A
"Come back, you young imp; for if your father comes home and finds you like that, he ll let us hear of it.",Q299-1,quote,0.5173934345908868,Mrs. Smith,"['Dr. Watson', 'Mr. Sherlock Holmes', 'Jack']",Anaphoric,too-minor,F
Dear little chap!,Q300-0,quote,0.5178833904948554,Mr. Sherlock Holmes,"['Mrs. Smith', 'Dr. Watson', 'Jack']",Explicit,major,M
"said Holmes, strategically.",S598-0,narration,0.5183733463988242,narrator,,,narrator,A
"What a rosy-cheeked young rascal! Now, Jack, is there anything you would like?",Q300-1,quote,0.5188633023027928,Mr. Sherlock Holmes,"['Mrs. Smith', 'Dr. Watson', 'Jack']",Explicit,major,M
The youth pondered for a moment.,S599-0,narration,0.5193532582067614,narrator,,,narrator,A
"I d like a shillin ,",Q301-0,quote,0.5198432141107301,Jack,"['Dr. Watson', 'Mr. Sherlock Holmes', 'Mrs. Smith']",Anaphoric,too-minor,M
said he.,S600-0,narration,0.5203331700146987,narrator,,,narrator,A
Nothing you would like better?,Q302-0,quote,0.5208231259186673,Mr. Sherlock Holmes,"['Mrs. Smith', 'Dr. Watson', 'Jack']",Implicit,major,M
"I d like two shillin better,",Q303-0,quote,0.5213130818226359,Jack,"['Dr. Watson', 'Mr. Sherlock Holmes', 'Mrs. Smith']",Anaphoric,too-minor,M
"the prodigy answered, after some thought.",S601-0,narration,0.5218030377266046,narrator,,,narrator,A
"Here you are, then! Catch! A fine child, Mrs. Smith!",Q304-0,quote,0.5222929936305732,Mr. Sherlock Holmes,"['Mrs. Smith', 'Dr. Watson', 'Jack']",Implicit,major,M
"Lor bless you, sir, he is that, and forward. He gets a most too much for me to manage, specially when my man is away days at a time.",Q305-0,quote,0.5227829495345419,Mrs. Smith,"['Dr. Watson', 'Mr. Sherlock Holmes', 'Jack']",Implicit,too-minor,F
"Away, is he?",Q306-0,quote,0.5232729054385106,Mr. Sherlock Holmes,"['Mrs. Smith', 'Dr. Watson', 'Jack']",Explicit,major,M
"said Holmes, in a disappointed voice.",S602-0,narration,0.5237628613424792,narrator,,,narrator,A
"I am sorry for that, for I wanted to speak to Mr. Smith.",Q306-1,quote,0.5242528172464478,Mr. Sherlock Holmes,"['Mrs. Smith', 'Dr. Watson', 'Jack']",Explicit,major,M
"He s been away since yesterday mornin , sir, and, truth to tell, I am beginnin to feel frightened about him. But if it was about a boat, sir, maybe I could serve as well.",Q307-0,quote,0.5247427731504165,Mrs. Smith,"['Dr. Watson', 'Mr. Sherlock Holmes', 'Jack']",Implicit,too-minor,F
I wanted to hire his steam launch.,Q308-0,quote,0.5252327290543851,Mr. Sherlock Holmes,"['Mrs. Smith', 'Dr. Watson', 'Jack']",Implicit,major,M
"Why, bless you, sir, it is in the steam launch that he has gone. That s what puzzles me; for I know there ain t more coals in her than would take her to about Woolwich and back. If he d been away in the barge I d ha thought nothin ; for many a time a job has taken him as far as Gravesend, and then if there was much doin there he might ha stayed over. But what good is a steam launch without coals?",Q309-0,quote,0.5257226849583537,Mrs. Smith,"['Dr. Watson', 'Mr. Sherlock Holmes', 'Jack']",Implicit,too-minor,F
He might have bought some at a wharf down the river.,Q310-0,quote,0.5262126408623224,Mr. Sherlock Holmes,"['Mrs. Smith', 'Dr. Watson', 'Jack']",Implicit,major,M
"He might, sir, but it weren t his way. Many a time I ve heard him call out at the prices they charge for a few odd bags. Besides, I don t like that wooden-legged man, wi his ugly face and outlandish talk. What did he want always knockin about here for?",Q311-0,quote,0.526702596766291,Mrs. Smith,"['Dr. Watson', 'Mr. Sherlock Holmes', 'Jack']",Implicit,too-minor,F
A wooden-legged man?,Q312-0,quote,0.5271925526702597,Mr. Sherlock Holmes,"['Mrs. Smith', 'Dr. Watson', 'Jack']",Explicit,major,M
"said Holmes, with bland surprise.",S603-0,narration,0.5276825085742283,narrator,,,narrator,A
"Yes, sir, a brown, monkey-faced chap that s called more n once for my old man. It was him that roused him up yesternight, and, what s more, my man knew he was comin , for he had steam up in the launch. I tell you straight, sir, I don t feel easy in my mind about it.",Q313-0,quote,0.528172464478197,Mrs. Smith,"['Dr. Watson', 'Mr. Sherlock Holmes', 'Jack']",Implicit,too-minor,F
"But, my dear Mrs. Smith,",Q314-0,quote,0.5286624203821656,Mr. Sherlock Holmes,"['Mrs. Smith', 'Dr. Watson', 'Jack']",Explicit,major,M
"said Holmes, shrugging his shoulders,",S604-0,narration,0.5291523762861342,narrator,,,narrator,A
You are frightening yourself about nothing. How could you possibly tell that it was the wooden-legged man who came in the night? I don t quite understand how you can be so sure.,Q314-1,quote,0.5296423321901029,Mr. Sherlock Holmes,"['Mrs. Smith', 'Dr. Watson', 'Jack']",Explicit,major,M
"His voice, sir. I knew his voice, which is kind o thick and foggy. He tapped at the winder, about three it would be.",Q315-0,quote,0.5301322880940715,Mrs. Smith,"['Dr. Watson', 'Jack']",Implicit,too-minor,F
"Show a leg, matey,",S605-0,narration,0.5306222439980401,narrator,,,narrator,A
says he:,Q316-0,quote,0.5311121999020089,Mrs. Smith,"['Dr. Watson', 'Jack']",Implicit,too-minor,F
time to turn out guard.,S606-0,narration,0.5316021558059775,narrator,,,narrator,A
"My old man woke up Jim, that s my eldest, and away they went, without so much as a word to me. I could hear the wooden leg clackin on the stones.",Q317-0,quote,0.5320921117099461,Mrs. Smith,"['Dr. Watson', 'Jack']",Implicit,too-minor,F
And was this wooden-legged man alone?,Q318-0,quote,0.5325820676139148,Mr. Sherlock Holmes,"['Mrs. Smith', 'Dr. Watson', 'Jack']",Implicit,major,M
"Couldn t say, I am sure, sir. I didn t hear no one else.",Q319-0,quote,0.5330720235178834,Mrs. Smith,"['Dr. Watson', 'Mr. Sherlock Holmes', 'Jack']",Implicit,too-minor,F
"I am sorry, Mrs. Smith, for I wanted a steam launch, and I have heard good reports of the Let me see, what is her name?",Q320-0,quote,0.5335619794218521,Mr. Sherlock Holmes,"['Mrs. Smith', 'Dr. Watson', 'Jack']",Implicit,major,M
"The Aurora, sir.",Q321-0,quote,0.5340519353258206,Mrs. Smith,"['Dr. Watson', 'Mr. Sherlock Holmes', 'Jack']",Implicit,too-minor,F
"Ah! She s not that old green launch with a yellow line, very broad in the beam?",Q322-0,quote,0.5345418912297893,Mr. Sherlock Holmes,"['Mrs. Smith', 'Dr. Watson', 'Jack']",Implicit,major,M
"No, indeed. She s as trim a little thing as any on the river. She s been fresh painted, black with two red streaks.",Q323-0,quote,0.535031847133758,Mrs. Smith,"['Dr. Watson', 'Mr. Sherlock Holmes', 'Jack']",Implicit,too-minor,F
"Thanks. I hope that you will hear soon from Mr. Smith. I am going down the river; and if I should see anything of the Aurora I shall let him know that you are uneasy. A black funnel, you say?",Q324-0,quote,0.5355218030377266,Mr. Sherlock Holmes,"['Mrs. Smith', 'Dr. Watson', 'Jack']",Implicit,major,M
"No, sir. Black with a white band.",Q325-0,quote,0.5360117589416953,Mrs. Smith,"['Dr. Watson', 'Mr. Sherlock Holmes', 'Jack']",Implicit,too-minor,F
"Ah, of course. It was the sides which were black. Good-morning, Mrs. Smith. There is a boatman here with a wherry, Watson. We shall take it and cross the river.",Q326-0,quote,0.5365017148456639,Mr. Sherlock Holmes,"['Mrs. Smith', 'Dr. Watson', 'Jack']",Explicit,major,M
"The main thing with people of that sort,",Q327-0,quote,0.5369916707496325,Mr. Sherlock Holmes,['Dr. Watson'],Explicit,major,M
"said Holmes, as we sat in the sheets of the wherry,",S607-0,narration,0.5374816266536012,narrator,,,narrator,A
"is never to let them think that their information can be of the slightest importance to you. If you do, they will instantly shut up like an oyster. If you listen to them under protest, as it were, you are very likely to get what you want.",Q327-1,quote,0.5379715825575698,Mr. Sherlock Holmes,['Dr. Watson'],Explicit,major,M
"Our course now seems pretty clear,",Q328-0,quote,0.5384615384615384,Dr. Watson,['Mr. Sherlock Holmes'],Anaphoric,major,A
said I.,S608-0,narration,0.5389514943655072,narrator,,,narrator,A
"What would you do, then?",Q329-0,quote,0.5394414502694758,Mr. Sherlock Holmes,['Dr. Watson'],Implicit,major,M
I would engage a launch and go down the river on the track of the Aurora.,Q330-0,quote,0.5399314061734444,Dr. Watson,['Mr. Sherlock Holmes'],Implicit,major,A
"My dear fellow, it would be a colossal task. She may have touched at any wharf on either side of the stream between here and Greenwich. Below the bridge there is a perfect labyrinth of landing-places for miles. It would take you days and days to exhaust them, if you set about it alone.",Q331-0,quote,0.540421362077413,Mr. Sherlock Holmes,['Dr. Watson'],Implicit,major,M
"Employ the police, then.",Q332-0,quote,0.5409113179813817,Dr. Watson,['Mr. Sherlock Holmes'],Implicit,major,A
"No. I shall probably call Athelney Jones in at the last moment. He is not a bad fellow, and I should not like to do anything which would injure him professionally. But I have a fancy for working it out myself, now that we have gone so far.",Q333-0,quote,0.5414012738853503,Mr. Sherlock Holmes,['Dr. Watson'],Implicit,major,M
"Could we advertise, then, asking for information from wharfingers?",Q334-0,quote,0.5418912297893189,Dr. Watson,['Mr. Sherlock Holmes'],Implicit,major,A
"Worse and worse! Our men would know that the chase was hot at their heels, and they would be off out of the country. As it is, they are likely enough to leave, but as long as they think they are perfectly safe they will be in no hurry. Jones s energy will be of use to us there, for his view of the case is sure to push itself into the daily press, and the runaways will think that every one is off on the wrong scent.",Q335-0,quote,0.5423811856932876,Mr. Sherlock Holmes,['Dr. Watson'],Implicit,major,M
"What are we to do, then?",Q336-0,quote,0.5428711415972562,Dr. Watson,['Mr. Sherlock Holmes'],Anaphoric,major,A
"I asked, as we landed near Millbank Penitentiary.",S609-0,narration,0.5433610975012249,narrator,,,narrator,A
"Take this hansom, drive home, have some breakfast, and get an hour s sleep. It is quite on the cards that we may be afoot to-night again. Stop at a telegraph-office, cabby! We will keep Toby, for he may be of use to us yet.",Q337-0,quote,0.5438510534051936,Mr. Sherlock Holmes,['Dr. Watson'],Implicit,major,M
"We pulled up at the Great Peter Street post-office, and Holmes despatched his wire.",S610-0,narration,0.5443410093091622,narrator,,,narrator,A
Whom do you think that is to?,Q338-0,quote,0.5448309652131308,Mr. Sherlock Holmes,['Dr. Watson'],Anaphoric,major,M
"he asked, as we resumed our journey.",S611-0,narration,0.5453209211170995,narrator,,,narrator,A
I am sure I don t know.,Q339-0,quote,0.5458108770210681,Dr. Watson,['Mr. Sherlock Holmes'],Implicit,major,A
You remember the Baker Street division of the detective police force whom I employed in the Jefferson Hope case?,Q340-0,quote,0.5463008329250367,Mr. Sherlock Holmes,['Dr. Watson'],Implicit,major,M
"Well,",Q341-0,quote,0.5467907888290053,Dr. Watson,['Mr. Sherlock Holmes'],Anaphoric,major,A
"said I, laughing.",S612-0,narration,0.5472807447329741,narrator,,,narrator,A
"This is just the case where they might be invaluable. If they fail, I have other resources; but I shall try them first. That wire was to my dirty little lieutenant, Wiggins, and I expect that he and his gang will be with us before we have finished our breakfast.",Q342-0,quote,0.5477707006369427,Mr. Sherlock Holmes,['Dr. Watson'],Implicit,major,M
"It was between eight and nine o clock now, and I was conscious of a strong reaction after the successive excitements of the night.",S613-0,narration,0.5482606565409113,narrator,,,narrator,A
"I was limp and weary, befogged in mind and fatigued in body.",S614-0,narration,0.54875061244488,narrator,,,narrator,A
"I had not the professional enthusiasm which carried my companion on, nor could I look at the matter as a mere abstract intellectual problem.",S615-0,narration,0.5492405683488486,narrator,,,narrator,A
"As far as the death of Bartholomew Sholto went, I had heard little good of him, and could feel no intense antipathy to his murderers.",S616-0,narration,0.5497305242528172,narrator,,,narrator,A
"The treasure, however, was a different matter.",S617-0,narration,0.5502204801567859,narrator,,,narrator,A
"That, or part of it, belonged rightfully to Miss Morstan.",S618-0,narration,0.5507104360607545,narrator,,,narrator,A
While there was a chance of recovering it I was ready to devote my life to the one object.,S619-0,narration,0.5512003919647231,narrator,,,narrator,A
"True, if I found it it would probably put her forever beyond my reach.",S620-0,narration,0.5516903478686919,narrator,,,narrator,A
Yet it would be a petty and selfish love which would be influenced by such a thought as that.,S621-0,narration,0.5521803037726605,narrator,,,narrator,A
"If Holmes could work to find the criminals, I had a tenfold stronger reason to urge me on to find the treasure.",S622-0,narration,0.5526702596766291,narrator,,,narrator,A
A bath at Baker Street and a complete change freshened me up wonderfully.,S623-0,narration,0.5531602155805977,narrator,,,narrator,A
When I came down to our room I found the breakfast laid and Homes pouring out the coffee.,S624-0,narration,0.5536501714845664,narrator,,,narrator,A
"Here it is,",Q343-0,quote,0.554140127388535,Mr. Sherlock Holmes,['Dr. Watson'],Anaphoric,major,M
"said he, laughing, and pointing to an open newspaper.",S625-0,narration,0.5546300832925036,narrator,,,narrator,A
The energetic Jones and the ubiquitous reporter have fixed it up between them. But you have had enough of the case. Better have your ham and eggs first.,Q343-1,quote,0.5551200391964723,Mr. Sherlock Holmes,['Dr. Watson'],Anaphoric,major,M
"I took the paper from him and read the short notice, which was headed ""Mysterious Business at Upper Norwood.""",S626-0,narration,0.5556099951004411,narrator,,,narrator,A
"""About twelve o clock last night,"" said the Standard, ""Mr. Bartholomew Sholto, of Pondicherry Lodge, Upper Norwood, was found dead in his room under circumstances which point to foul play.",S627-0,narration,0.5560999510044096,narrator,,,narrator,A
"As far as we can learn, no actual traces of violence were found upon Mr. Sholto s person, but a valuable collection of Indian gems which the deceased gentleman had inherited from his father has been carried off.",S628-0,narration,0.5565899069083783,narrator,,,narrator,A
"The discovery was first made by Mr. Sherlock Holmes and Dr. Watson, who had called at the house with Mr. Thaddeus Sholto, brother of the deceased.",S629-0,narration,0.5570798628123469,narrator,,,narrator,A
"By a singular piece of good fortune, Mr. Athelney Jones, the well-known member of the detective police force, happened to be at the Norwood Police Station, and was on the ground within half an hour of the first alarm.",S630-0,narration,0.5575698187163155,narrator,,,narrator,A
"His trained and experienced faculties were at once directed towards the detection of the criminals, with the gratifying result that the brother, Thaddeus Sholto, has already been arrested, together with the housekeeper, Mrs. Bernstone, an Indian butler named Lal Rao, and a porter, or gatekeeper, named McMurdo.",S631-0,narration,0.5580597746202842,narrator,,,narrator,A
"It is quite certain that the thief or thieves were well acquainted with the house, for Mr. Jones s well-known technical knowledge and his powers of minute observation have enabled him to prove conclusively that the miscreants could not have entered by the door or by the window, but must have made their way across the roof of the building, and so through a trap-door into a room which communicated with that in which the body was found.",S632-0,narration,0.5585497305242528,narrator,,,narrator,A
"This fact, which has been very clearly made out, proves conclusively that it was no mere haphazard burglary.",S633-0,narration,0.5590396864282214,narrator,,,narrator,A
The prompt and energetic action of the officers of the law shows the great advantage of the presence on such occasions of a single vigorous and masterful mind.,S634-0,narration,0.5595296423321902,narrator,,,narrator,A
"We cannot but think that it supplies an argument to those who would wish to see our detectives more decentralised, and so brought into closer and more effective touch with the cases which it is their duty to investigate.""",S635-0,narration,0.5600195982361588,narrator,,,narrator,A
Isn t it gorgeous!,Q344-0,quote,0.5605095541401274,Mr. Sherlock Holmes,['Dr. Watson'],Explicit,major,M
"said Holmes, grinning over his coffee-cup.",S636-0,narration,0.560999510044096,narrator,,,narrator,A
What do you think of it?,Q344-1,quote,0.5614894659480647,Mr. Sherlock Holmes,['Dr. Watson'],Explicit,major,M
I think that we have had a close shave ourselves of being arrested for the crime.,Q345-0,quote,0.5619794218520333,Dr. Watson,['Mr. Sherlock Holmes'],Implicit,major,A
"So do I. I wouldn t answer for our safety now, if he should happen to have another of his attacks of energy.",Q346-0,quote,0.5624693777560019,Mr. Sherlock Holmes,['Dr. Watson'],Implicit,major,M
"At this moment there was a loud ring at the bell, and I could hear Mrs. Hudson, our landlady, raising her voice in a wail of expostulation and dismay.",S637-0,narration,0.5629593336599706,narrator,,,narrator,A
"By heaven, Holmes,",Q347-0,quote,0.5634492895639392,Dr. Watson,['Mr. Sherlock Holmes'],Anaphoric,major,A
"I said, half rising,",S638-0,narration,0.5639392454679079,narrator,,,narrator,A
I believe that they are really after us.,Q347-1,quote,0.5644292013718766,Dr. Watson,['Mr. Sherlock Holmes'],Anaphoric,major,A
"No, it s not quite so bad as that. It is the unofficial force, the Baker Street irregulars.",Q348-0,quote,0.5649191572758452,Mr. Sherlock Holmes,['Dr. Watson'],Implicit,major,M
"As he spoke, there came a swift pattering of naked feet upon the stairs, a clatter of high voices, and in rushed a dozen dirty and ragged little street-Arabs.",S639-0,narration,0.5654091131798138,narrator,,,narrator,A
"There was some show of discipline among them, despite their tumultuous entry, for they instantly drew up in line and stood facing us with expectant faces.",S640-0,narration,0.5658990690837825,narrator,,,narrator,A
"One of their number, taller and older than the others, stood forward with an air of lounging superiority which was very funny in such a disreputable little scarecrow.",S641-0,narration,0.5663890249877511,narrator,,,narrator,A
"Got your message, sir,",Q349-0,quote,0.5668789808917197,Wiggins,"['Dr. Watson', 'Mr. Sherlock Holmes']",Anaphoric,too-minor,M
"said he,",S642-0,narration,0.5673689367956883,narrator,,,narrator,A
