sentence,polarity,subjectivity
She was seated by the open window dressed in some sort of white diaphanous material with a little touch of scarlet at the neck and waist,-0.096875,0.4
The soft light of a shaded lamp fell upon her as she leaned back in the basket chair playing over her sweet grave face and tinting with a dull metallic sparkle the rich coils of her luxuriant hair,0.15555555555555556,0.49166666666666664
One white arm and hand drooped over the side of the chair and her whole pose and figure spoke of an absorbing melancholy,0.13333333333333333,0.45
At the sound of my foot-fall she sprang to her feet however and a bright flush of surprise and of pleasure coloured her pale cheeks,0.2966666666666667,0.45999999999999996
“ I heard a cab drive up ” she said,0.0,0.0
“ I thought that Mrs Forrester had come back very early but I never dreamed that it might be you,0.065,0.195
What news have you brought me ” “ I have brought something better than news ” said I putting down the box upon the table and speaking jovially and boisterously though my heart was heavy within me,0.04814814814814814,0.42962962962962964
“ I have brought you something which is worth all the news in the world,0.3,0.1
I have brought you a fortune ” She glanced at the iron box,0.0,0.0
“ Is that the treasure then ” she asked coolly enough,0.0,0.5
“ Yes this is the great Agra treasure,0.8,0.75
Half of it is yours and half is Thaddeus Sholto ’ s,-0.16666666666666666,0.16666666666666666
You will have a couple of hundred thousand each,0.0,0.0
Think of that,0.0,0.0
An annuity of ten thousand pounds,0.0,0.0
There will be few richer young ladies in England,-0.05,0.25
Is it not glorious ” I think that I must have been rather overacting my delight and that she detected a hollow ring in my congratulations for I saw her eyebrows rise a little and she glanced at me curiously,-0.12916666666666665,0.5166666666666667
“ If I have it ” said she “ I owe it to you ” “ No no ” I answered “ not to me but to my friend Sherlock Holmes,0.0,0.0
With all the will in the world I could never have followed up a clue which has taxed even his analytical genius,0.0,0.0
As it was we very nearly lost it at the last moment ” “ Pray sit down and tell me all about it Dr Watson ” said she,-0.008518518518518528,0.29185185185185186
I narrated briefly what had occurred since I had seen her last —Holmes ’ s new method of search the discovery of the Aurora the appearance of Athelney Jones our expedition in the evening and the wild chase down the Thames,0.020202020202020193,0.36919191919191924
She listened with parted lips and shining eyes to my recital of our adventures,0.0,0.0
When I spoke of the dart which had so narrowly missed us she turned so white that I feared that she was about to faint,-0.2333333333333333,0.4666666666666666
“ It is nothing ” she said as I hastened to pour her out some water,0.0,0.0
“ I am all right again,0.2857142857142857,0.5357142857142857
It was a shock to me to hear that I had placed my friends in such horrible peril ” “ That is all over ” I answered,-0.5,0.75
“ It was nothing,0.0,0.0
I will tell you no more gloomy details,-0.25,0.5
Let us turn to something brighter,0.0,0.0
There is the treasure,0.0,0.0
What could be brighter than that,0.0,0.0
I got leave to bring it with me thinking that it would interest you to be the first to see it ” “ It would be of the greatest interest to me ” she said,0.625,0.6666666666666666
There was no eagerness in her voice however,0.0,0.0
It had struck her doubtless that it might seem ungracious upon her part to be indifferent to a prize which had cost so much to win,0.8,0.4
“ What a pretty box ” she said stooping over it,0.3125,1.0
“ This is Indian work I suppose ” “ Yes it is Benares metal-work ” “ And so heavy ” she exclaimed trying to raise it,-0.25,0.5
“ The box alone must be of some value,0.0,0.0
Where is the key ” “ Small threw it into the Thames ” I answered,-0.125,0.7
“ I must borrow Mrs Forrester ’ s poker ” There was in the front a thick and broad hasp wrought in the image of a sitting Buddha,-0.11875000000000002,0.39375
Under this I thrust the end of the poker and twisted it outward as a lever,-0.5,1.0
The hasp sprang open with a loud snap,0.05,0.65
With trembling fingers I flung back the lid,0.0,0.0
We both stood gazing in astonishment,0.0,0.0
The box was empty,-0.125,0.5
No wonder that it was heavy,-0.2,0.5
The iron-work was two-thirds of an inch thick all round,-0.25,0.4375
It was massive well made and solid like a chest constructed to carry things of great price but not one shred or crumb of metal or jewelry lay within it,0.26666666666666666,0.6166666666666667
It was absolutely and completely empty,0.05,0.7
“ The treasure is lost ” said Miss Morstan calmly,0.30000000000000004,0.75
As I listened to the words and realised what they meant a great shadow seemed to pass from my soul,0.8,0.75
I did not know how this Agra treasure had weighed me down until now that it was finally removed,-0.07777777777777779,0.6444444444444445
It was selfish no doubt disloyal wrong but I could realise nothing save that the golden barrier was gone from between us,-0.2333333333333333,0.7999999999999999
“ Thank God ” I ejaculated from my very heart,0.2,0.3
She looked at me with a quick questioning smile,0.31666666666666665,0.3
“ Why do you say that ” she asked,0.0,0.0
“ Because you are within my reach again ” I said taking her hand,0.0,0.0
She did not withdraw it,0.0,0.0
“ Because I love you Mary as truly as ever a man loved a woman,0.6,0.7
Because this treasure these riches sealed my lips,0.0,0.0
Now that they are gone I can tell you how I love you,0.5,0.6
That is why I said ‘ Thank God ’ ” “ Then I say ‘ Thank God ’ too ” she whispered as I drew her to my side,0.0,0.0
Whoever had lost a treasure I knew that night that I had gained one,0.0,0.0
Chapter XII The Strange Story of Jonathan Small A very patient man was that inspector in the cab for it was a weary time before I rejoined him,-0.033333333333333326,0.2833333333333334
His face clouded over when I showed him the empty box,-0.1,0.5
“ There goes the reward ” said he gloomily,0.0,0.0
“ Where there is no money there is no pay,0.0,0.0
This night ’ s work would have been worth a tenner each to Sam Brown and me if the treasure had been there ” “ Mr,0.3,0.1
Thaddeus Sholto is a rich man ” I said,0.375,0.75
“ He will see that you are rewarded treasure or no ” The inspector shook his head despondently however,0.0,0.0
“ It ’ s a bad job ” he repeated “ and so Mr Athelney Jones will think ” His forecast proved to be correct for the detective looked blank enough when I got to Baker Street and showed him the empty box,-0.19999999999999996,0.41666666666666663
They had only just arrived Holmes the prisoner and he for they had changed their plans so far as to report themselves at a station upon the way,0.05,1.0
My companion lounged in his arm-chair with his usual listless expression while Small sat stolidly opposite to him with his wooden leg cocked over his sound one,-0.019999999999999997,0.21000000000000002
As I exhibited the empty box he leaned back in his chair and laughed aloud,0.19999999999999998,0.2333333333333333
“ This is your doing Small ” said Athelney Jones angrily,-0.375,0.7
“ Yes I have put it away where you shall never lay hand upon it ” he cried exultantly,0.0,0.0
“ It is my treasure and if I can ’ t have the loot I ’ ll take darned good care that no one else does,0.7,0.6000000000000001
I tell you that no living man has any right to it unless it is three men who are in the Andaman convict-barracks and myself,0.2857142857142857,0.5357142857142857
I know now that I can not have the use of it and I know that they can not,0.0,0.0
I have acted all through for them as much as for myself,0.2,0.2
It ’ s been the sign of four with us always,0.0,0.0
Well I know that they would have had me do just what I have done and throw the treasure into the Thames rather than let it go to kith or kin of Sholto or of Morstan,0.0,0.0
It was not to make them rich that we did for Achmet,0.375,0.75
You ’ ll find the treasure where the key is and where little Tonga is,-0.09375,0.75
When I saw that your launch must catch us I put the loot away in a safe place,0.5,0.5
There are no rupees for you this journey ” “ You are deceiving us Small ” said Athelney Jones sternly,-0.25,0.4
“ If you had wished to throw the treasure into the Thames it would have been easier for you to have thrown box and all ” “ Easier for me to throw and easier for you to recover ” he answered with a shrewd sidelong look,0.0,0.0
“ The man that was clever enough to hunt me down is clever enough to pick an iron box from the bottom of a river,0.03555555555555555,0.5911111111111111
Now that they are scattered over five miles or so it may be a harder job,-0.1,0.0
It went to my heart to do it though,0.0,0.0
I was half mad when you came up with us,-0.3958333333333333,0.5833333333333334
However there ’ s no good grieving over it,-0.35,0.6000000000000001
I ’ ve had ups in my life and I ’ ve had downs but I ’ ve learned not to cry over spilled milk ” “ This is a very serious matter Small ” said the detective,-0.3416666666666667,0.6333333333333333
“ If you had helped justice instead of thwarting it in this way you would have had a better chance at your trial ” “ Justice ” snarled the ex-convict,0.625,0.5
“ A pretty justice,0.3125,1.0
Whose loot is this if it is not ours,0.0,0.0
Where is the justice that I should give it up to those who have never earned it,0.0,0.0
Look how I have earned it,0.0,0.0
Twenty long years in that fever-ridden swamp all day at work under the mangrove-tree all night chained up in the filthy convict-huts bitten by mosquitoes racked with ague bullied by every cursed black-faced policeman who loved to take it out of a white man,-0.03750000000000003,0.55
That was how I earned the Agra treasure and you talk to me of justice because I can not bear to feel that I have paid this price only that another may enjoy it,0.25,0.75
I would rather swing a score of times or have one of Tonga ’ s darts in my hide than live in a convict ’ s cell and feel that another man is at his ease in a palace with the money that should be mine ” Small had dropped his mask of stoicism and all this came out in a wild whirl of words while his eyes blazed and the handcuffs clanked together with the impassioned movement of his hands,-0.004545454545454547,0.43333333333333335
I could understand as I saw the fury and the passion of the man that it was no groundless or unnatural terror which had possessed Major Sholto when he first learned that the injured convict was upon his track,0.15625,0.41666666666666663
“ You forget that we know nothing of all this ” said Holmes quietly,0.0,0.3333333333333333
“ We have not heard your story and we can not tell how far justice may originally have been on your side ” “ Well sir you have been very fair-spoken to me though I can see that I have you to thank that I have these bracelets upon my wrists,0.225,0.6833333333333332
Still I bear no grudge for that,0.0,0.0
It is all fair and above-board,0.7,0.9
If you want to hear my story I have no wish to hold it back,0.0,0.0
What I say to you is God ’ s truth every word of it,0.0,0.0
Thank you you can put the glass beside me here and I ’ ll put my lips to it if I am dry,-0.06666666666666665,0.6
“ I am a Worcestershire man myself —born near Pershore,0.1,0.4
I dare say you would find a heap of Smalls living there now if you were to look,0.0,0.0
I have often thought of taking a look round there but the truth is that I was never much of a credit to the family and I doubt if they would be so very glad to see me,0.11666666666666665,0.5333333333333333
They were all steady chapel-going folk small farmers well-known and respected over the country-side while I was always a bit of a rover,-0.04166666666666667,0.45
At last however when I was about eighteen I gave them no more trouble for I got into a mess over a girl and could only get out of it again by taking the Queen ’ s shilling and joining the 3rd Buffs which was just starting for India,-0.08928571428571429,0.29166666666666663
“ I wasn ’ t destined to do much soldiering however,0.2,0.2
I had just got past the goose-step and learned to handle my musket when I was fool enough to go swimming in the Ganges,-0.125,0.375
Luckily for me my company sergeant John Holder was in the water at the same time and he was one of the finest swimmers in the service,0.16666666666666666,0.4791666666666667
A crocodile took me just as I was half-way across and nipped off my right leg as clean as a surgeon could have done it just above the knee,0.21746031746031746,0.44523809523809527
What with the shock and the loss of blood I fainted and should have drowned if Holder had not caught hold of me and paddled for the bank,-0.1,0.1
I was five months in hospital over it and when at last I was able to limp out of it with this timber toe strapped to my stump I found myself invalided out of the army and unfitted for any active occupation,0.041666666666666664,0.44791666666666663
“ I was as you can imagine pretty down on my luck at this time for I was a useless cripple though not yet in my twentieth year,-0.13518518518518519,0.4962962962962963
However my misfortune soon proved to be a blessing in disguise,0.0,0.0
A man named Abel White who had come out there as an indigo-planter wanted an overseer to look after his coolies and keep them up to their work,0.0,0.0
He happened to be a friend of our colonel ’ s who had taken an interest in me since the accident,0.0,0.0
To make a long story short the colonel recommended me strongly for the post and as the work was mostly to be done on horseback my leg was no great obstacle for I had enough knee left to keep good grip on the saddle,0.14791666666666664,0.47291666666666665
What I had to do was to ride over the plantation to keep an eye on the men as they worked and to report the idlers,0.0,0.0
The pay was fair I had comfortable quarters and altogether I was content to spend the remainder of my life in indigo-planting,0.55,0.8500000000000001
Mr Abel White was a kind man and he would often drop into my little shanty and smoke a pipe with me for white folk out there feel their hearts warm to each other as they never do here at home,0.14791666666666667,0.3958333333333333
“ Well I was never in luck ’ s way long,-0.05,0.4
Suddenly without a note of warning the great mutiny broke upon us,0.4,0.625
One month India lay as still and peaceful to all appearance as Surrey or Kent the next there were two hundred thousand black devils let loose and the country was a perfect hell,0.2012820512820513,0.44051282051282054
Of course you know all about it gentlemen —a deal more than I do very like since reading is not in my line,0.35,0.4
I only know what I saw with my own eyes,0.3,1.0
Our plantation was at a place called Muttra near the border of the Northwest Provinces,0.1,0.4
Night after night the whole sky was alight with the burning bungalows and day after day we had small companies of Europeans passing through our estate with their wives and children on their way to Agra where were the nearest troops,-0.024999999999999994,0.4
Mr Abel White was an obstinate man,0.0,0.0
He had it in his head that the affair had been exaggerated and that it would blow over as suddenly as it had sprung up,-0.25,0.75
There he sat on his veranda drinking whiskey-pegs and smoking cheroots while the country was in a blaze about him,0.0,0.0
Of course we stuck by him I and Dawson who with his wife used to do the book-work and the managing,0.0,0.0
Well one fine day the crash came,0.4166666666666667,0.5
I had been away on a distant plantation and was riding slowly home in the evening when my eye fell upon something all huddled together at the bottom of a steep nullah,-0.2,0.375
I rode down to see what it was and the cold struck through my heart when I found it was Dawson ’ s wife all cut into ribbons and half eaten by jackals and native dogs,-0.3074074074074074,0.4851851851851852
A little further up the road Dawson himself was lying on his face quite dead with an empty revolver in his hand and four Sepoys lying across each other in front of him,-0.12250000000000001,0.45499999999999996
I reined up my horse wondering which way I should turn but at that moment I saw thick smoke curling up from Abel White ’ s bungalow and the flames beginning to burst through the roof,-0.15000000000000002,0.2375
I knew then that I could do my employer no good but would only throw my own life away if I meddled in the matter,0.08333333333333333,0.8666666666666667
From where I stood I could see hundreds of the black fiends with their red coats still on their backs dancing and howling round the burning house,-0.12222222222222223,0.2777777777777778
Some of them pointed at me and a couple of bullets sang past my head so I broke away across the paddy-fields and found myself late at night safe within the walls at Agra,-0.01666666666666668,0.45
“ As it proved however there was no great safety there either,-0.4,0.75
The whole country was up like a swarm of bees,0.2,0.4
Wherever the English could collect in little bands they held just the ground that their guns commanded,-0.09375,0.25
Everywhere else they were helpless fugitives,0.0,0.0
It was a fight of the millions against the hundreds and the cruellest part of it was that these men that we fought against foot horse and gunners were our own picked troops whom we had taught and trained handling our own weapons and blowing our own bugle-calls,0.6,1.0
At Agra there were the 3rd Bengal Fusiliers some Sikhs two troops of horse and a battery of artillery,0.0,0.0
A volunteer corps of clerks and merchants had been formed and this I joined wooden leg and all,0.0,0.0
We went out to meet the rebels at Shahgunge early in July and we beat them back for a time but our powder gave out and we had to fall back upon the city,0.03333333333333333,0.09999999999999999
“ Nothing but the worst news came to us from every side —which is not to be wondered at for if you look at the map you will see that we were right in the heart of it,-0.35714285714285715,0.7678571428571428
Lucknow is rather better than a hundred miles to the east and Cawnpore about as far to the south,0.3,0.75
From every point on the compass there was nothing but torture and murder and outrage,0.0,0.0
“ The city of Agra is a great place swarming with fanatics and fierce devil-worshippers of all sorts,0.8,0.75
Our handful of men were lost among the narrow winding streets,-0.2,0.4
Our leader moved across the river therefore and took up his position in the old fort at Agra,0.1,0.2
I don ’ t know if any of you gentlemen have ever read or heard anything of that old fort,0.1,0.2
It is a very queer place —the queerest that ever I was in and I have been in some rum corners too,0.2,0.3
First of all it is enormous in size,0.125,0.6166666666666667
I should think that the enclosure must be acres and acres,0.0,0.0
There is a modern part which took all our garrison women children stores and everything else with plenty of room over,0.2,0.3
But the modern part is nothing like the size of the old quarter where nobody goes and which is given over to the scorpions and the centipedes,0.15000000000000002,0.25
It is all full of great deserted halls and winding passages and long corridors twisting in and out so that it is easy enough for folk to get lost in it,0.30666666666666664,0.6066666666666667
For this reason it was seldom that any one went into it though now and again a party with torches might go exploring,0.0,0.0
“ The river washes along the front of the old fort and so protects it but on the sides and behind there are many doors and these had to be guarded of course in the old quarter as well as in that which was actually held by our troops,0.11666666666666665,0.38333333333333336
We were short-handed with hardly men enough to man the angles of the building and to serve the guns,-0.14583333333333334,0.5208333333333333
It was impossible for us therefore to station a strong guard at every one of the innumerable gates,-0.11666666666666667,0.8666666666666667
What we did was to organise a central guard-house in the middle of the fort and to leave each gate under the charge of one white man and two or three natives,0.0,0.08333333333333333
I was selected to take charge during certain hours of the night of a small isolated door upon the southwest side of the building,-0.017857142857142863,0.4857142857142857
Two Sikh troopers were placed under my command and I was instructed if anything went wrong to fire my musket when I might rely upon help coming at once from the central guard,-0.25,0.575
As the guard was a good two hundred paces away however and as the space between was cut up into a labyrinth of passages and corridors I had great doubts as to whether they could arrive in time to be of any use in case of an actual attack,0.5,0.4833333333333334
“ Well I was pretty proud at having this small command given me since I was a raw recruit and a game-legged one at that,0.1423076923076923,0.7153846153846154
For two nights I kept the watch with my Punjaubees,0.0,0.0
They were tall fierce-looking chaps Mahomet Singh and Abdullah Khan by name both old fighting-men who had borne arms against us at Chilian-wallah,0.1,0.2
They could talk English pretty well but I could get little out of them,0.020833333333333332,0.5
They preferred to stand together and jabber all night in their queer Sikh lingo,0.0,0.0
For myself I used to stand outside the gateway looking down on the broad winding river and on the twinkling lights of the great city,0.17673611111111112,0.35034722222222225
The beating of drums the rattle of tomtoms and the yells and howls of the rebels drunk with opium and with bang were enough to remind us all night of our dangerous neighbours across the stream,-0.3666666666666667,0.7999999999999999
Every two hours the officer of the night used to come round to all the posts to make sure that all was well,0.15,0.6444444444444444
“ The third night of my watch was dark and dirty with a small driving rain,-0.25,0.4
It was dreary work standing in the gateway hour after hour in such weather,0.0,0.5
I tried again and again to make my Sikhs talk but without much success,0.3,0.0
At two in the morning the rounds passed and broke for a moment the weariness of the night,0.0,0.0
Finding that my companions would not be led into conversation I took out my pipe and laid down my musket to strike the match,-0.15555555555555559,0.2888888888888889
In an instant the two Sikhs were upon me,0.0,0.6666666666666666
One of them snatched my firelock up and levelled it at my head while the other held a great knife to my throat and swore between his teeth that he would plunge it into me if I moved a step,0.3375,0.5625
“ My first thought was that these fellows were in league with the rebels and that this was the beginning of an assault,0.25,0.3333333333333333
If our door were in the hands of the Sepoys the place must fall and the women and children be treated as they were in Cawnpore,0.0,0.0
Maybe you gentlemen think that I am just making out a case for myself but I give you my word that when I thought of that though I felt the point of the knife at my throat I opened my mouth with the intention of giving a scream if it was my last one which might alarm the main guard,0.08333333333333333,0.19999999999999998
The man who held me seemed to know my thoughts for even as I braced myself to it he whispered ‘ Don ’ t make a noise,0.0,0.0
The fort is safe enough,0.25,0.5
There are no rebel dogs on this side of the river ’ There was the ring of truth in what he said and I knew that if I raised my voice I was a dead man,-0.2,0.4
I could read it in the fellow ’ s brown eyes,0.0,0.0
I waited therefore in silence to see what it was that they wanted from me,0.0,0.0
“ ‘ Listen to me Sahib ’ said the taller and fiercer of the pair the one whom they called Abdullah Khan,0.0,0.0
‘ You must either be with us now or you must be silenced forever,0.0,0.0
The thing is too great a one for us to hesitate,0.8,0.75
Either you are heart and soul with us on your oath on the cross of the Christians or your body this night shall be thrown into the ditch and we shall pass over to our brothers in the rebel army,0.0,0.0
There is no middle way,0.0,0.0
Which is it to be death or life,0.0,0.0
We can only give you three minutes to decide for the time is passing and all must be done before the rounds come again ’ “ ‘ How can I decide ’ said I,0.0,1.0
‘ You have not told me what you want of me,0.0,0.0
But I tell you now that if it is anything against the safety of the fort I will have no truck with it so you can drive home your knife and welcome ’ “ ‘ It is nothing against the fort ’ said he,0.8,0.9
‘ We only ask you to do that which your countrymen come to this land for,0.0,1.0
We ask you to be rich,0.375,0.75
If you will be one of us this night we will swear to you upon the naked knife and by the threefold oath which no Sikh was ever known to break that you shall have your fair share of the loot,0.35,0.65
A quarter of the treasure shall be yours,0.0,0.0
We can say no fairer ’ “ ‘ But what is the treasure then ’ I asked,0.0,0.0
‘ I am as ready to be rich as you can be if you will but show me how it can be done ’ “ ‘ You will swear then ’ said he ‘ by the bones of your father by the honour of your mother by the cross of your faith to raise no hand and speak no word against us either now or afterwards ’ “ ‘ I will swear it ’ I answered ‘ provided that the fort is not endangered ’ “ ‘ Then my comrade and I will swear that you shall have a quarter of the treasure which shall be equally divided among the four of us ’ “ ‘ There are but three ’ said I,0.14375,0.375
“ ‘ No Dost Akbar must have his share,0.0,0.0
We can tell the tale to you while we await them,0.0,0.0
Do you stand at the gate Mahomet Singh and give notice of their coming,0.0,0.0
The thing stands thus Sahib and I tell it to you because I know that an oath is binding upon a Feringhee and that we may trust you,0.0,0.0
Had you been a lying Hindoo though you had sworn by all the gods in their false temples your blood would have been upon the knife and your body in the water,-0.4000000000000001,0.6
But the Sikh knows the Englishman and the Englishman knows the Sikh,0.0,0.0
Hearken then to what I have to say,0.0,0.0
“ ‘ There is a rajah in the northern provinces who has much wealth though his lands are small,-0.024999999999999994,0.30000000000000004
Much has come to him from his father and more still he has set by himself for he is of a low nature and hoards his gold rather than spend it,0.2333333333333333,0.3333333333333333
When the troubles broke out he would be friends both with the lion and the tiger —with the Sepoy and with the Company ’ s Raj,0.0,0.0
Soon however it seemed to him that the white men ’ s day was come for through all the land he could hear of nothing but of their death and their overthrow,0.0,0.0
Yet being a careful man he made such plans that come what might half at least of his treasure should be left to him,-0.11333333333333333,0.4133333333333334
That which was in gold and silver he kept by him in the vaults of his palace but the most precious stones and the choicest pearls that he had he put in an iron box and sent it by a trusty servant who under the guise of a merchant should take it to the fort at Agra there to lie until the land is at peace,0.5,0.75
Thus if the rebels won he would have his money but if the Company conquered his jewels would be saved to him,0.0,0.0
Having thus divided his hoard he threw himself into the cause of the Sepoys since they were strong upon his borders,0.4333333333333333,0.7333333333333333
By doing this mark you Sahib his property becomes the due of those who have been true to their salt,0.11249999999999999,0.5125
“ ‘ This pretended merchant who travels under the name of Achmet is now in the city of Agra and desires to gain his way into the fort,0.0,0.0
He has with him as travelling-companion my foster-brother Dost Akbar who knows his secret,-0.4,0.7
Dost Akbar has promised this night to lead him to a side-postern of the fort and has chosen this one for his purpose,0.0,0.0
Here he will come presently and here he will find Mahomet Singh and myself awaiting him,0.0,0.0
The place is lonely and none shall know of his coming,-0.09999999999999998,0.7
The world shall know of the merchant Achmet no more but the great treasure of the rajah shall be divided among us,0.275,0.625
What say you to it Sahib ’ “ In Worcestershire the life of a man seems a great and a sacred thing but it is very different when there is fire and blood all round you and you have been used to meeting death at every turn,0.20000000000000004,0.6433333333333334
Whether Achmet the merchant lived or died was a thing as light as air to me but at the talk about the treasure my heart turned to it and I thought of what I might do in the old country with it and how my folk would stare when they saw their ne ’ er-do-well coming back with his pockets full of gold moidores,0.2125,0.3625
I had therefore already made up my mind,0.0,0.0
Abdullah Khan however thinking that I hesitated pressed the matter more closely,0.5,0.5
“ ‘ Consider Sahib ’ said he ‘ that if this man is taken by the commandant he will be hung or shot and his jewels taken by the government so that no man will be a rupee the better for them,0.5,0.5
Now since we do the taking of him why should we not do the rest as well,0.0,0.0
The jewels will be as well with us as in the Company ’ s coffers,0.0,0.0
There will be enough to make every one of us rich men and great chiefs,0.39166666666666666,0.6666666666666666
No one can know about the matter for here we are cut off from all men,0.0,0.0
What could be better for the purpose,0.5,0.5
Say again then Sahib whether you are with us or if we must look upon you as an enemy ’ “ ‘ I am with you heart and soul ’ said I,0.0,0.0
“ ‘ It is well ’ he answered handing me back my firelock,0.0,0.0
‘ You see that we trust you for your word like ours is not to be broken,-0.4,0.4
We have now only to wait for my brother and the merchant ’ “ ‘ Does your brother know then of what you will do ’ I asked,0.0,1.0
“ ‘ The plan is his,0.0,0.0
He has devised it,0.0,0.0
We will go to the gate and share the watch with Mahomet Singh ’ “ The rain was still falling steadily for it was just the beginning of the wet season,0.033333333333333326,0.45
Brown heavy clouds were drifting across the sky and it was hard to see more than a stone-cast,0.002777777777777768,0.5138888888888888
A deep moat lay in front of our door but the water was in places nearly dried up and it could easily be crossed,0.07777777777777778,0.6111111111111112
It was strange to me to be standing there with those two wild Punjaubees waiting for the man who was coming to his death,0.025,0.275
“ Suddenly my eye caught the glint of a shaded lantern at the other side of the moat,-0.0625,0.4375
It vanished among the mound-heaps and then appeared again coming slowly in our direction,-0.30000000000000004,0.39999999999999997
“ ‘ Here they are ’ I exclaimed,0.0,0.0
“ ‘ You will challenge him Sahib as usual ’ whispered Abdullah,-0.25,0.25
‘ Give him no cause for fear,0.0,0.0
Send us in with him and we shall do the rest while you stay here on guard,0.0,0.0
Have the lantern ready to uncover that we may be sure that it is indeed the man ’ “ The light had flickered onwards now stopping and now advancing until I could see two dark figures upon the other side of the moat,0.165,0.5727777777777777
I let them scramble down the sloping bank splash through the mire and climb half-way up to the gate before I challenged them,-0.15555555555555559,0.2888888888888889
“ ‘ Who goes there ’ said I in a subdued voice,0.0,0.0
“ ‘ Friends ’ came the answer,0.0,0.0
I uncovered my lantern and threw a flood of light upon them,0.4,0.7
The first was an enormous Sikh with a black beard which swept nearly down to his cummerbund,-0.01805555555555556,0.48888888888888893
Outside of a show I have never seen so tall a man,0.0,0.05
The other was a little fat round fellow with a great yellow turban and a bundle in his hand done up in a shawl,0.057500000000000016,0.40499999999999997
He seemed to be all in a quiver with fear for his hands twitched as if he had the ague and his head kept turning to left and right with two bright little twinkling eyes like a mouse when he ventures out from his hole,0.19955357142857144,0.4589285714285714
It gave me the chills to think of killing him but I thought of the treasure and my heart set as hard as a flint within me,-0.2916666666666667,0.5416666666666666
When he saw my white face he gave a little chirrup of joy and came running up towards me,0.2041666666666667,0.2333333333333333
“ ‘ Your protection Sahib ’ he panted — ‘ your protection for the unhappy merchant Achmet,-0.6,0.9
I have travelled across Rajpootana that I might seek the shelter of the fort at Agra,0.0,0.0
I have been robbed and beaten and abused because I have been the friend of the Company,0.0,0.0
It is a blessed night this when I am once more in safety —I and my poor possessions ’ “ ‘ What have you in the bundle ’ I asked,0.04999999999999999,0.55
“ ‘ An iron box ’ he answered ‘ which contains one or two little family matters which are of no value to others but which I should be sorry to lose,-0.34375,0.75
Yet I am not a beggar and I shall reward you young Sahib and your governor also if he will give me the shelter I ask ’ “ I could not trust myself to speak longer with the man,0.1,0.4
The more I looked at his fat frightened face the harder did it seem that we should slay him in cold blood,-0.06666666666666665,0.5
It was best to get it over,1.0,0.3
“ ‘ Take him to the main guard ’ said I,0.16666666666666666,0.3333333333333333
The two Sikhs closed in upon him on each side and the giant walked behind while they marched in through the dark gateway,-0.1625,0.55
Never was a man so compassed round with death,-0.2,0.4
I remained at the gateway with the lantern,0.0,0.0
“ I could hear the measured tramp of their footsteps sounding through the lonely corridors,-0.09999999999999998,0.7
Suddenly it ceased and I heard voices and a scuffle with the sound of blows,0.2,0.45
A moment later there came to my horror a rush of footsteps coming in my direction with the loud breathing of a running man,0.05,0.4
I turned my lantern down the long straight passage and there was the fat man running like the wind with a smear of blood across his face and close at his heels bounding like a tiger the great black-bearded Sikh with a knife flashing in his hand,0.19861111111111113,0.45972222222222225
I have never seen a man run so fast as that little merchant,0.0062500000000000056,0.55
He was gaining on the Sikh and I could see that if he once passed me and got to the open air he would save himself yet,0.0,0.5
My heart softened to him but again the thought of his treasure turned me hard and bitter,-0.19583333333333336,0.5208333333333333
I cast my firelock between his legs as he raced past and he rolled twice over like a shot rabbit,-0.25,0.25
Ere he could stagger to his feet the Sikh was upon him and buried his knife twice in his side,0.0,0.0
The man never uttered moan nor moved muscle but lay were he had fallen,0.0,0.0
I think myself that he may have broken his neck with the fall,-0.4,0.4
You see gentlemen that I am keeping my promise,0.0,0.0
I am telling you every work of the business just exactly as it happened whether it is in my favour or not ” He stopped and held out his manacled hands for the whiskey-and-water which Holmes had brewed for him,0.25,0.25
For myself I confess that I had now conceived the utmost horror of the man not only for this cold-blooded business in which he had been concerned but even more for the somewhat flippant and careless way in which he narrated it,0.1,0.825
Whatever punishment was in store for him I felt that he might expect no sympathy from me,0.0,0.0
Sherlock Holmes and Jones sat with their hands upon their knees deeply interested in the story but with the same disgust written upon their faces,0.125,0.3125
He may have observed it for there was a touch of defiance in his voice and manner as he proceeded,0.0,0.0
“ It was all very bad no doubt ” said he,-0.9099999999999998,0.8666666666666667
“ I should like to know how many fellows in my shoes would have refused a share of this loot when they knew that they would have their throats cut for their pains,0.5,0.5
Besides it was my life or his when once he was in the fort,0.0,0.0
If he had got out the whole business would come to light and I should have been court-martialled and shot as likely as not for people were not very lenient at a time like that ” “ Go on with your story ” said Holmes shortly,0.08153846153846156,0.6184615384615384
“ Well we carried him in Abdullah Akbar and I,0.0,0.0
A fine weight he was too for all that he was so short,0.20833333333333334,0.4
Mahomet Singh was left to guard the door,0.0,0.0
We took him to a place which the Sikhs had already prepared,0.0,0.0
It was some distance off where a winding passage leads to a great empty hall the brick walls of which were all crumbling to pieces,0.35000000000000003,0.625
The earth floor had sunk in at one place making a natural grave so we left Achmet the merchant there having first covered him over with loose bricks,0.06826923076923076,0.25064102564102564
This done we all went back to the treasure,0.0,0.0
“ It lay where he had dropped it when he was first attacked,0.25,0.3333333333333333
The box was the same which now lies open upon your table,0.0,0.3125
A key was hung by a silken cord to that carved handle upon the top,0.25,0.75
